symbol,sector,industry,committee,empty
VVNT,Industrials,Security & Protection Services,[],[]
VGPBF,Real Estate,Real Estate Services,['housing'],[]
ABCB,Financial Services,Banks—Regional,"['banking', 'finance']",[]
CDAY,Technology,Software—Application,['science'],[]
EDU,Consumer Defensive,Education & Training Services,['education'],[]
RCI,Communication Services,Telecom Services,[],[]
SBCF,Financial Services,Banks—Regional,"['banking', 'finance']",[]
SLGN,Consumer Cyclical,Packaging & Containers,['commerce'],[]
BMRN,Healthcare,Biotechnology,['health'],[]
CVNA,Consumer Cyclical,Auto & Truck Dealerships,"['commerce', 'transportation']",[]
CATY,Financial Services,Banks—Regional,"['banking', 'finance']",[]
LYFT,Technology,Software—Application,['science'],[]
ROG,Technology,Electronic Components,['science'],[]
MFH,Financial Services,Capital Markets,['finance'],[]
JAZZ,Healthcare,Biotechnology,['health'],[]
BH,Consumer Cyclical,Restaurants,"['commerce', 'nutrition']",[]
ESGR,Financial Services,Insurance—Diversified,['finance'],[]
FRFHF,Financial Services,Insurance—Property & Casualty,['finance'],[]
POST,Consumer Defensive,Packaged Foods,['nutrition'],[]
MAA,Real Estate,REIT—Residential,['housing'],[]
RQI,Financial Services,Asset Management,['finance'],[]
AMN,Healthcare,Medical Care Facilities,['health'],[]
BTI,Consumer Defensive,Tobacco,['nutrition'],[]
SWPPX,,,[],[]
PK,Real Estate,REIT—Hotel & Motel,['housing'],[]
PPC,Consumer Defensive,Packaged Foods,['nutrition'],[]
IAA,Consumer Cyclical,Auto & Truck Dealerships,"['commerce', 'transportation']",[]
SEDG,Technology,Solar,"['energy', 'science', 'environment', 'naturalresources']",[]
PLTR,Technology,Software—Infrastructure,['science'],[]
DANOY,Consumer Defensive,Packaged Foods,['nutrition'],[]
EIX,Utilities,Utilities—Regulated Electric,['energy'],[]
IGV,,,[],[]
NULG,,,[],[]
SPYG,,,[],[]
CSIQ,Technology,Solar,"['energy', 'science', 'environment', 'naturalresources']",[]
CINF,Financial Services,Insurance—Property & Casualty,['finance'],[]
LAMR,Real Estate,REIT—Specialty,['housing'],[]
NNN,Real Estate,REIT—Retail,['housing'],[]
SLV,,,[],[]
XHB,,,[],[]
XLB,,,[],[]
XLK,,,[],[]
PBF,Energy,Oil & Gas Refining & Marketing,"['energy', 'naturalresources']",[]
BLDr,Industrials,Building Products & Equipment,[],[]
VSCO,Consumer Cyclical,Apparel Retail,['commerce'],[]
CS,Financial Services,Banks—Diversified,"['banking', 'finance']",[]
AIO,,,[],[]
POR,Utilities,Utilities—Regulated Electric,['energy'],[]
AEIS,Industrials,Electrical Equipment & Parts,[],[]
AlGM,Technology,Semiconductors,['science'],[]
ALGM,Technology,Semiconductors,['science'],[]
CHGG,Consumer Defensive,Education & Training Services,['education'],[]
DOGE-USD,,,[],[]
SCHF,,,[],[]
TIP,,,[],[]
ETH-USD,,,[],[]
LGB-USD,,,[],[]
SOL-USD,,,[],[]
AROW,Financial Services,Banks—Regional,"['banking', 'finance']",[]
CRL,Healthcare,Diagnostics & Research,['health'],[]
MRNA,Healthcare,Biotechnology,['health'],[]
PYCR,Technology,Software—Application,['science'],[]
SPXC,Industrials,Specialty Industrial Machinery,[],[]
ANPDF,Consumer Cyclical,Leisure,['commerce'],[]
GTN,Communication Services,Broadcasting,[],[]
HRTX,Healthcare,Biotechnology,['health'],[]
MCS,Communication Services,Entertainment,[],[]
SHAK,Consumer Cyclical,Restaurants,"['commerce', 'nutrition']",[]
ARLP,Energy,Thermal Coal,"['energy', 'naturalresources']",[]
PFF,,,[],[]
SPR,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
NIO,Consumer Cyclical,Auto Manufacturers,"['commerce', 'transportation']",[]
FTA,,,[],[]
CHPT,Consumer Cyclical,Specialty Retail,['commerce'],[]
FIKMX,,,[],[]
GBDC,Financial Services,Asset Management,['finance'],[]
VONE,,,[],[]
WSTL,Technology,Communication Equipment,['science'],[]
HTZ,Industrials,Rental & Leasing Services,[],[]
PAIDX,,,[],[]
SNN,Healthcare,Medical Devices,['health'],[]
TRN,Industrials,Railroads,['transportation'],[]
BRX,Real Estate,REIT—Retail,['housing'],[]
AMCX,Communication Services,Entertainment,[],[]
LGND,Healthcare,Biotechnology,['health'],[]
EVH,Healthcare,Health Information Services,['health'],[]
RTC,Technology,Software—Application,['science'],[]
DIAL,,,[],[]
FMAT,,,[],[]
SCHH,,,[],[]
SRPT,Healthcare,Biotechnology,['health'],[]
QYLD,,,[],[]
BTEC,,,[],[]
BBBY,Consumer Cyclical,Specialty Retail,['commerce'],[]
FTSM,,,[],[]
QSY,,,[],[]
FMAO,Financial Services,Banks—Regional,"['banking', 'finance']",[]
TWNK,Consumer Defensive,Packaged Foods,['nutrition'],[]
VRNT,Technology,Software—Infrastructure,['science'],[]
USO,,,[],[]
DNB,Financial Services,Financial Data & Stock Exchanges,['finance'],[]
BAESY,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
SMFKY,Consumer Cyclical,Packaging & Containers,['commerce'],[]
SPWR,Technology,Solar,"['energy', 'science', 'environment', 'naturalresources']",[]
ONVO,Healthcare,Biotechnology,['health'],[]
FCEL,Industrials,Electrical Equipment & Parts,[],[]
IGT,Consumer Cyclical,Gambling,['commerce'],[]
MAXN,Technology,Solar,"['energy', 'science', 'environment', 'naturalresources']",[]
CPRT,Consumer Cyclical,Auto & Truck Dealerships,"['commerce', 'transportation']",[]
LAND,Real Estate,REIT—Specialty,['housing'],[]
AOS,Industrials,Specialty Industrial Machinery,[],[]
NUVA,Healthcare,Medical Devices,['health'],[]
GOGL,Industrials,Marine Shipping,['transportation'],[]
IMKTA,Consumer Defensive,Grocery Stores,"['nutrition', 'agriculture']",[]
NEWT,Financial Services,Asset Management,['finance'],[]
SJT,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
HPP,Real Estate,REIT—Office,['housing'],[]
ARQT,Healthcare,Biotechnology,['health'],[]
AVNT,Basic Materials,Specialty Chemicals,['naturalresources'],[]
DFKCY,Industrials,Specialty Industrial Machinery,[],[]
ITT,Industrials,Specialty Industrial Machinery,[],[]
PPRUY,Consumer Cyclical,Luxury Goods,['commerce'],[]
NTDOY,Communication Services,Electronic Gaming & Multimedia,[],[]
VBTX,Financial Services,Banks—Regional,"['banking', 'finance']",[]
FLYW,Technology,Information Technology Services,['science'],[]
TWKS,Technology,Information Technology Services,['science'],[]
KBH,Consumer Cyclical,Residential Construction,['commerce'],[]
ZROZ,,,[],[]
DXJ,,,[],[]
SFST,Financial Services,Banks—Regional,"['banking', 'finance']",[]
TRBCX,,,[],[]
VWIGX,,,[],[]
NFFFX,,,[],[]
PRGTX,,,[],[]
RPBAX,,,[],[]
OAKGX,,,[],[]
DODWX,,,[],[]
AIMC,Industrials,Specialty Industrial Machinery,[],[]
VFF,Consumer Defensive,Farm Products,"['nutrition', 'agriculture']",[]
AHT,Real Estate,REIT—Hotel & Motel,['housing'],[]
WXA.F,,,[],[]
HEP,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
UTG,Financial Services,Asset Management,['finance'],[]
BCRX,Healthcare,Biotechnology,['health'],[]
BBGLX,,,[],[]
EWU,,,[],[]
VNQ,,,[],[]
ARKG,,,[],[]
ICSH,,,[],[]
NBIX,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
GPC,Consumer Cyclical,Specialty Retail,['commerce'],[]
TME,Communication Services,Internet Content & Information,[],[]
RAND,Financial Services,Asset Management,['finance'],[]
RCKY,Consumer Cyclical,Footwear & Accessories,['commerce'],[]
UTGN,Financial Services,Insurance—Life,['finance'],[]
NVVE,Consumer Cyclical,Specialty Retail,['commerce'],[]
HUBB,Industrials,Electrical Equipment & Parts,[],[]
R,Industrials,Rental & Leasing Services,[],[]
TRGIX,,,[],[]
ENLAY,Utilities,Utilities—Diversified,['energy'],[]
VALE,Basic Materials,Other Industrial Metals & Mining,['naturalresources'],[]
AAIGF,Financial Services,Insurance—Life,['finance'],[]
KAI,Industrials,Specialty Industrial Machinery,[],[]
BE,Industrials,Electrical Equipment & Parts,[],[]
ACM,Industrials,Engineering & Construction,[],[]
HRI,Industrials,Rental & Leasing Services,[],[]
MPLN,Healthcare,Health Information Services,['health'],[]
KYOCF,Industrials,Conglomerates,[],[]
MITK,Technology,Software—Application,['science'],[]
TNC,Industrials,Specialty Industrial Machinery,[],[]
MGY,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
VOX,,,[],[]
RNGR,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
PRWCX,,,[],[]
AMADY,Consumer Cyclical,Travel Services,['commerce'],[]
EPOKY,Industrials,Farm & Heavy Construction Machinery,['agriculture'],[]
KIDS,Healthcare,Medical Devices,['health'],[]
PLYA,Consumer Cyclical,Resorts & Casinos,['commerce'],[]
XLP,,,[],[]
HOn,Industrials,Conglomerates,[],[]
ORAN,Communication Services,Telecom Services,[],[]
SONY,Technology,Consumer Electronics,['science'],[]
OMC,Communication Services,Advertising Agencies,['commerce'],[]
SNNUF,Healthcare,Medical Devices,['health'],[]
FBSI,Financial Services,Banks—Regional,"['banking', 'finance']",[]
CPXWF,Utilities,Utilities—Independent Power Producers,['energy'],[]
FHLC,,,[],[]
HCRB,,,[],[]
OWMBX,,,[],[]
AMTX,Energy,Oil & Gas Refining & Marketing,"['energy', 'naturalresources']",[]
PAHC,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
NSIT,Technology,Electronics & Computer Distribution,['science'],[]
FCN,Industrials,Consulting Services,[],[]
AWI,Industrials,Building Products & Equipment,[],[]
GHC,Consumer Defensive,Education & Training Services,['education'],[]
YETI,Consumer Cyclical,Leisure,['commerce'],[]
FVD,,,[],[]
BLDP,Industrials,Specialty Industrial Machinery,[],[]
PARMX,,,[],[]
AKRO,Healthcare,Biotechnology,['health'],[]
ATHA,Healthcare,Biotechnology,['health'],[]
BLFS,Healthcare,Medical Instruments & Supplies,['health'],[]
ENOB,Healthcare,Biotechnology,['health'],[]
FLNG,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
KOD,Healthcare,Biotechnology,['health'],[]
RLMD,Healthcare,Biotechnology,['health'],[]
SbrA,Real Estate,REIT—Healthcare Facilities,['housing'],[]
PCVX,Healthcare,Biotechnology,['health'],[]
ARTIX,,,[],[]
BBIEX,,,[],[]
GVA,Industrials,Engineering & Construction,[],[]
ABM,Industrials,Specialty Business Services,[],[]
ADUS,Healthcare,Medical Care Facilities,['health'],[]
AMBA,Technology,Semiconductor Equipment & Materials,['science'],[]
AMH,Real Estate,REIT—Residential,['housing'],[]
ARI,Real Estate,REIT—Mortgage,['housing'],[]
APLE,Real Estate,REIT—Hotel & Motel,['housing'],[]
ARR,Real Estate,REIT—Mortgage,['housing'],[]
APNHY,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
AGO,Financial Services,Insurance—Specialty,['finance'],[]
AXGN,Healthcare,Medical Devices,['health'],[]
BKU,Financial Services,Banks—Regional,"['banking', 'finance']",[]
BAYRY,Healthcare,Drug Manufacturers—General,['health'],[]
BIG,Consumer Defensive,Discount Stores,"['commerce', 'nutrition']",[]
CVGW,Consumer Defensive,Food Distribution,"['nutrition', 'agriculture']",[]
CCS,Consumer Cyclical,Residential Construction,['commerce'],[]
PLCE,Consumer Cyclical,Apparel Retail,['commerce'],[]
CHH,Consumer Cyclical,Lodging,['commerce'],[]
CMPR,Communication Services,Advertising Agencies,['commerce'],[]
CRUS,Technology,Semiconductors,['science'],[]
CDE,Basic Materials,Gold,['naturalresources'],[]
CCOI,Communication Services,Telecom Services,[],[]
DBD,Technology,Software—Application,['science'],[]
BOOM,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
DLB,Industrials,Specialty Business Services,[],[]
EGP,Real Estate,REIT—Industrial,['housing'],[]
ESNT,Financial Services,Insurance—Specialty,['finance'],[]
EXEL,Healthcare,Biotechnology,['health'],[]
FAF,Financial Services,Insurance—Specialty,['finance'],[]
FFIN,Financial Services,Banks—Regional,"['banking', 'finance']",[]
FIBK,Financial Services,Banks—Regional,"['banking', 'finance']",[]
FOXF,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
GCI,Communication Services,Publishing,[],[]
GCO,Consumer Cyclical,Apparel Retail,['commerce'],[]
G,Technology,Information Technology Services,['science'],[]
GBX,Industrials,Railroads,['transportation'],[]
GRFS,Healthcare,Drug Manufacturers—General,['health'],[]
GBOOY,Financial Services,Banks—Regional,"['banking', 'finance']",[]
HE,Utilities,Utilities—Diversified,['energy'],[]
HL,Basic Materials,Gold,['naturalresources'],[]
HIW,Real Estate,REIT—Office,['housing'],[]
IRTC,Healthcare,Medical Devices,['health'],[]
JGCCY,Industrials,Engineering & Construction,[],[]
KMT,Industrials,Tools & Accessories,[],[]
LANC,Consumer Defensive,Packaged Foods,['nutrition'],[]
LAUR,Consumer Defensive,Education & Training Services,['education'],[]
MANH,Technology,Software—Application,['science'],[]
DOOR,Industrials,Building Products & Equipment,[],[]
MED,Consumer Cyclical,Personal Services,['commerce'],[]
MD,Healthcare,Medical Care Facilities,['health'],[]
MTH,Consumer Cyclical,Residential Construction,['commerce'],[]
MGPI,Consumer Defensive,Beverages—Wineries & Distilleries,['nutrition'],[]
MSTR,Technology,Software—Application,['science'],[]
MC,Financial Services,Capital Markets,['finance'],[]
MONOY,Consumer Cyclical,Internet Retail,['commerce'],[]
DNOW,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
NTNX,Technology,Software—Infrastructure,['science'],[]
OXM,Consumer Cyclical,Apparel Manufacturing,['commerce'],[]
PGRE,Real Estate,REIT—Office,['housing'],[]
PKCOY,Industrials,Infrastructure Operations,['transportation'],[]
PDCE,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
PNR,Industrials,Specialty Industrial Machinery,[],[]
PNW,Utilities,Utilities—Regulated Electric,['energy'],[]
PCH,Real Estate,REIT—Specialty,['housing'],[]
PUMP,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
PB,Financial Services,Banks—Regional,"['banking', 'finance']",[]
PBYI,Healthcare,Biotechnology,['health'],[]
RDFN,Real Estate,Real Estate Services,['housing'],[]
RCII,Industrials,Rental & Leasing Services,[],[]
REXR,Real Estate,REIT—Industrial,['housing'],[]
SCHN,Basic Materials,Steel,['naturalresources'],[]
SITC,Real Estate,REIT—Retail,['housing'],[]
SAVE,Industrials,Airlines,['transportation'],[]
SRC,Real Estate,REIT—Diversified,['housing'],[]
TMHC,Consumer Cyclical,Residential Construction,['commerce'],[]
TMSNY,Technology,Software—Application,['science'],[]
TPX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",['commerce'],[]
TS,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
TRMB,Technology,Scientific & Technical Instruments,['science'],[]
TRMK,Financial Services,Banks—Regional,"['banking', 'finance']",[]
USPH,Healthcare,Medical Care Facilities,['health'],[]
UTHR,Healthcare,Biotechnology,['health'],[]
UVV,Consumer Defensive,Tobacco,['nutrition'],[]
VRNS,Technology,Software—Infrastructure,['science'],[]
WAFD,Financial Services,Banks—Regional,"['banking', 'finance']",[]
WTS,Industrials,Specialty Industrial Machinery,[],[]
WB,Communication Services,Internet Content & Information,[],[]
WING,Consumer Cyclical,Restaurants,"['commerce', 'nutrition']",[]
YEXT,Technology,Software—Infrastructure,['science'],[]
ZION,Financial Services,Banks—Regional,"['banking', 'finance']",[]
UDR,Real Estate,REIT—Residential,['housing'],[]
FFRHX,,,[],[]
FSTFX,,,[],[]
IVE,,,[],[]
VGT,,,[],[]
MALRX,,,[],[]
BTZ,Financial Services,Asset Management,['finance'],[]
DSU,Financial Services,Asset Management,['finance'],[]
MAYHX,,,[],[]
MANLX,,,[],[]
BGSIX,,,[],[]
EVV,Financial Services,Asset Management,['finance'],[]
DIV,,,[],[]
GSMTX,,,[],[]
HGIIX,,,[],[]
USMV,,,[],[]
VLUE,,,[],[]
IHI,,,[],[]
PMUPX,,,[],[]
RNSIX,,,[],[]
VTI,,,[],[]
PUTW,,,[],[]
XSOE,,,[],[]
BAND,Technology,Software—Infrastructure,['science'],[]
INO,Healthcare,Biotechnology,['health'],[]
SNX,Technology,Electronics & Computer Distribution,['science'],[]
TGTX,Healthcare,Biotechnology,['health'],[]
WABC,Financial Services,Banks—Regional,"['banking', 'finance']",[]
TAK,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
BBNTX,,,[],[]
SCZ,,,[],[]
GISYX,,,[],[]
ERH,Financial Services,Asset Management,['finance'],[]
OZKAP,Financial Services,Banks—Regional,"['banking', 'finance']",[]
TXT,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
AMC,Communication Services,Entertainment,[],[]
SFY,,,[],[]
BJ,Consumer Defensive,Discount Stores,"['commerce', 'nutrition']",[]
AOSL,Technology,Semiconductors,['science'],[]
BL,Technology,Software—Application,['science'],[]
FIVN,Technology,Software—Infrastructure,['science'],[]
OSUR,Healthcare,Medical Instruments & Supplies,['health'],[]
RTNB,Technology,Information Technology Services,['science'],[]
BIP,Utilities,Utilities—Diversified,['energy'],[]
BEP,Utilities,Utilities—Renewable,"['energy', 'environment']",[]
TYL,Technology,Software—Application,['science'],[]
VFC.VI,Consumer Cyclical,Apparel Manufacturing,['commerce'],[]
BAT-USD,,,[],[]
CELO-USD,,,[],[]
ETC-USD,,,[],[]
XLM-USD,,,[],[]
CO,Healthcare,Diagnostics & Research,['health'],[]
NWWOX,,,[],[]
KPLT,Technology,Software—Infrastructure,['science'],[]
PASO,Healthcare,Health Information Services,['health'],[]
HIPO,Financial Services,Insurance—Specialty,['finance'],[]
EGHT,Technology,Software—Application,['science'],[]
ANIK,Healthcare,Medical Devices,['health'],[]
APEN,Healthcare,Medical Devices,['health'],[]
CELC,Healthcare,Biotechnology,['health'],[]
CNF,Financial Services,Mortgage Finance,['finance'],[]
DMTK,Healthcare,Diagnostics & Research,['health'],[]
INST,Technology,Software—Application,['science'],[]
ONTO,Technology,Semiconductor Equipment & Materials,['science'],[]
PROF,Healthcare,Medical Devices,['health'],[]
REG,Real Estate,REIT—Retail,['housing'],[]
TRHC,Healthcare,Health Information Services,['health'],[]
TFFP,Healthcare,Biotechnology,['health'],[]
VIOT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",['commerce'],[]
ZUO,Technology,Software—Infrastructure,['science'],[]
FBKWX,,,[],[]
IVW,,,[],[]
JEPQ,,,[],[]
INVH,Real Estate,REIT—Residential,['housing'],[]
SKX,Consumer Cyclical,Footwear & Accessories,['commerce'],[]
AQB,Consumer Defensive,Farm Products,"['nutrition', 'agriculture']",[]
CRGY,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
ESTE,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
NOTV,Healthcare,Diagnostics & Research,['health'],[]
ISEE,Healthcare,Biotechnology,['health'],[]
VTNR,Energy,Oil & Gas Refining & Marketing,"['energy', 'naturalresources']",[]
GTLS,Industrials,Specialty Industrial Machinery,[],[]
FTLS,,,[],[]
UI,Technology,Communication Equipment,['science'],[]
PARA,Communication Services,Entertainment,[],[]
ETV,Financial Services,Asset Management,['finance'],[]
FSEN,Financial Services,Asset Management,['finance'],[]
INRE,Real Estate,REIT—Diversified,['housing'],[]
FSD,Financial Services,Asset Management,['finance'],[]
MARA,Financial Services,Capital Markets,['finance'],[]
BDC,Technology,Communication Equipment,['science'],[]
PGNY,Healthcare,Health Information Services,['health'],[]
TBBC,Financial Services,Banks—Regional,"['banking', 'finance']",[]
BUI,Financial Services,Asset Management,['finance'],[]
EXI,,,[],[]
KYN,Financial Services,Asset Management,['finance'],[]
IBTF,,,[],[]
HAYN,Industrials,Metal Fabrication,[],[]
UNF,Industrials,Specialty Business Services,[],[]
UPLD,Technology,Software—Application,['science'],[]
CRTL,Consumer Cyclical,Apparel Manufacturing,['commerce'],[]
SUP,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
MJNA,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
ACB,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
CRON,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
QMCO,Technology,Computer Hardware,['science'],[]
IWV,,,[],[]
WDS,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
INSM,Healthcare,Biotechnology,['health'],[]
SHLS,Technology,Solar,"['energy', 'science', 'environment', 'naturalresources']",[]
ARCB,Industrials,Trucking,['transportation'],[]
CCLD,Healthcare,Health Information Services,['health'],[]
EOS-USD,,,[],[]
ADA-USD,,,[],[]
MTSI,Technology,Semiconductors,['science'],[]
DMRC,Technology,Information Technology Services,['science'],[]
TYG,Financial Services,Asset Management,['finance'],[]
VAW,,,[],[]
BOH,Financial Services,Banks—Regional,"['banking', 'finance']",[]
AAl,Industrials,Airlines,['transportation'],[]
LPRO,Financial Services,Credit Services,['finance'],[]
STXAX,,,[],[]
VUL.V,Basic Materials,Other Industrial Metals & Mining,['naturalresources'],[]
GOOC.VI,Communication Services,Internet Content & Information,[],[]
NULV,,,[],[]
CFJIX,,,[],[]
BRHYX,,,[],[]
BBTBX,,,[],[]
VEU,,,[],[]
IWR,,,[],[]
GSOSX,,,[],[]
SMHLX,,,[],[]
JQC,Financial Services,Asset Management,['finance'],[]
CFJAX,,,[],[]
BSIIX,,,[],[]
JSOAX,,,[],[]
TSBRX,,,[],[]
BHPLF,Basic Materials,Other Industrial Metals & Mining,['naturalresources'],[]
HYDB,,,[],[]
RY.TO,Financial Services,Banks—Diversified,"['banking', 'finance']",[]
CSCCX,,,[],[]
CHUY,Consumer Cyclical,Restaurants,"['commerce', 'nutrition']",[]
TCOM,Consumer Cyclical,Travel Services,['commerce'],[]
KRNT,Industrials,Specialty Industrial Machinery,[],[]
TRREX,,,[],[]
DFREX,,,[],[]
ALNY,Healthcare,Biotechnology,['health'],[]
FISI,Financial Services,Banks—Regional,"['banking', 'finance']",[]
PONPX,,,[],[]
DWAC,Financial Services,Shell Companies,['finance'],[]
BCE,Communication Services,Telecom Services,[],[]
PGX,,,[],[]
MDNDF,Consumer Cyclical,Restaurants,"['commerce', 'nutrition']",[]
AMKBY,Industrials,Marine Shipping,['transportation'],[]
ELUXY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",['commerce'],[]
AAVMY,Financial Services,Banks—Diversified,"['banking', 'finance']",[]
AHEXY,Industrials,Staffing & Employment Services,[],[]
AGESY,Financial Services,Insurance—Diversified,['finance'],[]
ALPMY,Healthcare,Drug Manufacturers—General,['health'],[]
AVVIY,Financial Services,Insurance—Diversified,['finance'],[]
BCS,Financial Services,Banks—Diversified,"['banking', 'finance']",[]
BHKLY,Financial Services,Banks—Regional,"['banking', 'finance']",[]
BNTGY,Basic Materials,Specialty Chemicals,['naturalresources'],[]
BTLCY,Real Estate,REIT—Diversified,['housing'],[]
BURBY,Consumer Cyclical,Luxury Goods,['commerce'],[]
CAJ,Technology,Computer Hardware,['science'],[]
CRRFY,Consumer Defensive,Grocery Stores,"['nutrition', 'agriculture']",[]
CRZBY,Financial Services,Banks—Regional,"['banking', 'finance']",[]
CMWAY,Financial Services,Banks—Diversified,"['banking', 'finance']",[]
COVTY,Basic Materials,Specialty Chemicals,['naturalresources'],[]
DWAHY,Real Estate,Real Estate—Development,['housing'],[]
DNKEY,Financial Services,Banks—Regional,"['banking', 'finance']",[]
DNZOY,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
DB,Financial Services,Banks—Regional,"['banking', 'finance']",[]
DTCWY,Real Estate,Real Estate—Development,['housing'],[]
DSDVY,Industrials,Integrated Freight & Logistics,['transportation'],[]
ENGGY,Utilities,Utilities—Regulated Gas,['energy'],[]
HVRRY,Financial Services,Insurance—Reinsurance,['finance'],[]
HDELY,Basic Materials,Building Materials,['naturalresources'],[]
HNNMY,Consumer Cyclical,Apparel Manufacturing,['commerce'],[]
HXGBY,Technology,Scientific & Technical Instruments,['science'],[]
IBDRY,Utilities,Utilities—Diversified,['energy'],[]
IMBBY,Consumer Defensive,Tobacco,['nutrition'],[]
ING,Financial Services,Banks—Diversified,"['banking', 'finance']",[]
IHG,Consumer Cyclical,Lodging,['commerce'],[]
JSAIY,Consumer Defensive,Grocery Stores,"['nutrition', 'agriculture']",[]
JHX,Basic Materials,Building Materials,['naturalresources'],[]
JAPSY,Industrials,Airlines,['transportation'],[]
JAPAY,Consumer Defensive,Tobacco,['nutrition'],[]
JBAXY,Financial Services,Asset Management,['finance'],[]
KGFHY,Consumer Cyclical,Home Improvement Retail,['commerce'],[]
KNRRY,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
VOPKY,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
LYG,Financial Services,Banks—Regional,"['banking', 'finance']",[]
LNSTY,Financial Services,Financial Data & Stock Exchanges,['finance'],[]
MZDAY,Consumer Cyclical,Auto Manufacturers,"['commerce', 'transportation']",[]
MDIBY,Financial Services,Banks—Regional,"['banking', 'finance']",[]
MITEY,Real Estate,Real Estate—Diversified,['housing'],[]
MFG,Financial Services,Banks—Regional,"['banking', 'finance']",[]
NTOIY,Energy,Oil & Gas Refining & Marketing,"['energy', 'naturalresources']",[]
NINOY,Consumer Cyclical,Leisure,['commerce'],[]
NSANY,Consumer Cyclical,Auto Manufacturers,"['commerce', 'transportation']",[]
NNGRY,Financial Services,Insurance—Diversified,['finance'],[]
NRDBY,Financial Services,Banks—Regional,"['banking', 'finance']",[]
DNNGY,Utilities,Utilities—Renewable,"['energy', 'environment']",[]
PDYPY,Consumer Cyclical,Gambling,['commerce'],[]
PCRFY,Technology,Consumer Electronics,['science'],[]
PANDY,Consumer Cyclical,Luxury Goods,['commerce'],[]
PSO,Communication Services,Publishing,[],[]
PROSY,Communication Services,Internet Content & Information,[],[]
PUBGY,Communication Services,Advertising Agencies,['commerce'],[]
RDEIY,Utilities,Utilities—Regulated Electric,['energy'],[]
RNLSY,Consumer Cyclical,Auto Manufacturers,"['commerce', 'transportation']",[]
REPYY,Energy,Oil & Gas Integrated,"['energy', 'naturalresources']",[]
KKPNY,Communication Services,Telecom Services,[],[]
RWEOY,Utilities,Utilities—Diversified,['energy'],[]
SVNDY,Consumer Defensive,Grocery Stores,"['nutrition', 'agriculture']",[]
SMNNY,Consumer Cyclical,Leisure,['commerce'],[]
SMMNY,Healthcare,Medical Devices,['health'],[]
SXYAY,Basic Materials,Specialty Chemicals,['naturalresources'],[]
SCGLY,Financial Services,Banks—Regional,"['banking', 'finance']",[]
SWGAY,Consumer Cyclical,Luxury Goods,['commerce'],[]
SWDBY,Financial Services,Banks—Regional,"['banking', 'finance']",[]
SWMAY,,,[],[]
SWRAY,Industrials,Conglomerates,[],[]
TIIAY,Communication Services,Telecom Services,[],[]
TEF,Communication Services,Telecom Services,[],[]
TLSNY,Communication Services,Telecom Services,[],[]
TEZNY,Utilities,Utilities—Regulated Electric,['energy'],[]
TSCDY,Consumer Defensive,Grocery Stores,"['nutrition', 'agriculture']",[]
WFAFY,Consumer Cyclical,Home Improvement Retail,['commerce'],[]
IXJ,,,[],[]
IYZ,,,[],[]
ENGIY,Utilities,Utilities—Diversified,['energy'],[]
INFR,,,[],[]
ISD,Financial Services,Asset Management,['finance'],[]
VV,,,[],[]
PSMMY,Consumer Cyclical,Residential Construction,['commerce'],[]
ARNC,Industrials,Metal Fabrication,[],[]
AVNS,Healthcare,Medical Devices,['health'],[]
BBGSX,,,[],[]
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",['commerce'],[]
ZIMV,Healthcare,Medical Devices,['health'],[]
DURA,,,[],[]
BEKE,Real Estate,Real Estate Services,['housing'],[]
