symbol,sector,industry,committee,empty
KHC,Consumer Defensive,Packaged Foods,['nutrition'],[]
HIG,Financial Services,Insurance—Diversified,['finance'],[]
DFS,Financial Services,Credit Services,['finance'],[]
K,Consumer Defensive,Packaged Foods,['nutrition'],[]
GS,Financial Services,Capital Markets,['finance'],[]
AIG,Financial Services,Insurance—Diversified,['finance'],[]
AGCO,Industrials,Farm & Heavy Construction Machinery,['agriculture'],[]
SAP,Technology,Software—Application,['science'],[]
DOCU,Technology,Software—Application,['science'],[]
JD,Consumer Cyclical,Internet Retail,['commerce'],[]
CME,Financial Services,Financial Data & Stock Exchanges,['finance'],[]
FIS,Technology,Information Technology Services,['science'],[]
WDC,Technology,Computer Hardware,['science'],[]
TRV,Financial Services,Insurance—Property & Casualty,['finance'],[]
PGR,Financial Services,Insurance—Property & Casualty,['finance'],[]
PANW,Technology,Software—Infrastructure,['science'],[]
NNVC,Healthcare,Biotechnology,['health'],[]
GLNCY,Basic Materials,Other Industrial Metals & Mining,['naturalresources'],[]
CR,Industrials,Specialty Industrial Machinery,[],[]
CAH,Healthcare,Medical Distribution,['health'],[]
AIZ,Financial Services,Insurance—Specialty,['finance'],[]
ADM,Consumer Defensive,Farm Products,"['nutrition', 'agriculture']",[]
HELE,Consumer Defensive,Household & Personal Products,[],[]
VTR,Real Estate,REIT—Healthcare Facilities,['housing'],[]
TDG,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
DXCM,Healthcare,Medical Devices,['health'],[]
PODD,Healthcare,Medical Devices,['health'],[]
ILMN,Healthcare,Diagnostics & Research,['health'],[]
CGNX,Technology,Scientific & Technical Instruments,['science'],[]
SIEGY,Industrials,Specialty Industrial Machinery,[],[]
WCMIX,,,[],[]
CZR,Consumer Cyclical,Resorts & Casinos,['commerce'],[]
GEL,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
CDLX,Communication Services,Advertising Agencies,['commerce'],[]
VOD,Communication Services,Telecom Services,[],[]
ROST,Consumer Cyclical,Apparel Retail,['commerce'],[]
LULU,Consumer Cyclical,Apparel Retail,['commerce'],[]
AZO,Consumer Cyclical,Specialty Retail,['commerce'],[]
WM,Industrials,Waste Management,['environment'],[]
VWO,,,[],[]
IR,Industrials,Specialty Industrial Machinery,[],[]
FNKO,Consumer Cyclical,Leisure,['commerce'],[]
EEFT,Technology,Software—Infrastructure,['science'],[]
ORLY,Consumer Cyclical,Specialty Retail,['commerce'],[]
ROKU,Communication Services,Entertainment,[],[]
BSTZ,,,[],[]
DCP,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
WES,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
BMEZ,,,[],[]
DHR,Healthcare,Diagnostics & Research,['health'],[]
REZI,Industrials,Security & Protection Services,[],[]
ENTG,Technology,Semiconductor Equipment & Materials,['science'],[]
KSS,Consumer Cyclical,Department Stores,['commerce'],[]
BFAM,Consumer Cyclical,Personal Services,['commerce'],[]
IP,Consumer Cyclical,Packaging & Containers,['commerce'],[]
BIV,,,[],[]
GTX,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
PPL,Utilities,Utilities—Regulated Electric,['energy'],[]
AM,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
IVZ,Financial Services,Asset Management,['finance'],[]
TWO,Real Estate,REIT—Mortgage,['housing'],[]
EXC,Utilities,Utilities—Regulated Electric,['energy'],[]
KTB,Consumer Cyclical,Apparel Manufacturing,['commerce'],[]
3V64.TI,,,[],[]
JNK,,,[],[]
0QZI.IL,Communication Services,Internet Content & Information,[],[]
XBI,,,[],[]
AKAM,Technology,Software—Infrastructure,['science'],[]
FRT,Real Estate,REIT—Retail,['housing'],[]
MALOX,,,[],[]
GTCSX,,,[],[]
TSCIX,,,[],[]
VPMAX,,,[],[]
IWF,,,[],[]
REVB,Healthcare,Biotechnology,['health'],[]
ABB,Industrials,Electrical Equipment & Parts,[],[]
SMG,Basic Materials,Agricultural Inputs,"['agriculture', 'naturalresources']",[]
BWXT,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
NSRGY,Consumer Defensive,Packaged Foods,['nutrition'],[]
HBAN,Financial Services,Banks—Regional,"['banking', 'finance']",[]
VGR,Consumer Defensive,Tobacco,['nutrition'],[]
INFY,Technology,Information Technology Services,['science'],[]
SHW,Basic Materials,Specialty Chemicals,['naturalresources'],[]
ISRG,Healthcare,Medical Instruments & Supplies,['health'],[]
WTW,Financial Services,Insurance Brokers,['finance'],[]
LH,Healthcare,Diagnostics & Research,['health'],[]
KDP,Consumer Defensive,Beverages—Non-Alcoholic,['nutrition'],[]
SFTBY,Communication Services,Telecom Services,[],[]
SRE,Utilities,Utilities—Diversified,['energy'],[]
RBGLY,Consumer Defensive,Household & Personal Products,[],[]
LRLCY,Consumer Defensive,Household & Personal Products,[],[]
MRAAY,Technology,Electronic Components,['science'],[]
NPSNY,Communication Services,Internet Content & Information,[],[]
MCO,Financial Services,Financial Data & Stock Exchanges,['finance'],[]
LVS,Consumer Cyclical,Resorts & Casinos,['commerce'],[]
KYCCF,Technology,Scientific & Technical Instruments,['science'],[]
SAFRY,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
HLT,Consumer Cyclical,Lodging,['commerce'],[]
GDDY,Technology,Software—Infrastructure,['science'],[]
ESLOY,Healthcare,Medical Instruments & Supplies,['health'],[]
DE,Industrials,Farm & Heavy Construction Machinery,['agriculture'],[]
CCI,Real Estate,REIT—Specialty,['housing'],[]
CABGY,Consumer Defensive,Beverages—Brewers,['nutrition'],[]
ASML,Technology,Semiconductor Equipment & Materials,['science'],[]
AZN,Healthcare,Drug Manufacturers—General,['health'],[]
AHKSY,Basic Materials,Chemicals,['naturalresources'],[]
EADSY,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
AAGIY,Financial Services,Insurance—Life,['finance'],[]
BIIB,Healthcare,Drug Manufacturers—General,['health'],[]
XSLV,,,[],[]
PRNHX,,,[],[]
FLMVX,,,[],[]
FCNTX,,,[],[]
HAS,Consumer Cyclical,Leisure,['commerce'],[]
IQV,Healthcare,Diagnostics & Research,['health'],[]
HOLX,Healthcare,Medical Instruments & Supplies,['health'],[]
ADI,Technology,Semiconductors,['science'],[]
CHTR,Communication Services,Telecom Services,[],[]
LYB,Basic Materials,Specialty Chemicals,['naturalresources'],[]
MKC,Consumer Defensive,Packaged Foods,['nutrition'],[]
AXP,Financial Services,Credit Services,['finance'],[]
EDIT,Healthcare,Biotechnology,['health'],[]
PPG,Basic Materials,Specialty Chemicals,['naturalresources'],[]
AX,Financial Services,Banks—Regional,"['banking', 'finance']",[]
KN,Technology,Communication Equipment,['science'],[]
KMX,Consumer Cyclical,Auto & Truck Dealerships,"['commerce', 'transportation']",[]
TAP,Consumer Defensive,Beverages—Brewers,['nutrition'],[]
BUD,Consumer Defensive,Beverages—Brewers,['nutrition'],[]
UNP,Industrials,Railroads,['transportation'],[]
COF,Financial Services,Credit Services,['finance'],[]
APTV,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
XPO,Industrials,Trucking,['transportation'],[]
CFR,Financial Services,Banks—Regional,"['banking', 'finance']",[]
GFAFX,,,[],[]
INCY,Healthcare,Biotechnology,['health'],[]
SHECY,Basic Materials,Chemicals,['naturalresources'],[]
PX,Financial Services,Asset Management,['finance'],[]
CRM,Technology,Software—Application,['science'],[]
ON,Technology,Semiconductors,['science'],[]
WAB,Industrials,Railroads,['transportation'],[]
LEA,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
TBT,,,[],[]
CUTR,Healthcare,Medical Devices,['health'],[]
CAPL,Energy,Oil & Gas Refining & Marketing,"['energy', 'naturalresources']",[]
UNFI,Consumer Defensive,Food Distribution,"['nutrition', 'agriculture']",[]
BTO,Financial Services,Asset Management,['finance'],[]
ST,Technology,Scientific & Technical Instruments,['science'],[]
CRMT,Consumer Cyclical,Auto & Truck Dealerships,"['commerce', 'transportation']",[]
TCMD,Healthcare,Medical Devices,['health'],[]
RCL,Consumer Cyclical,Travel Services,['commerce'],[]
BNPQY,Financial Services,Banks—Regional,"['banking', 'finance']",[]
BOX,Technology,Software—Infrastructure,['science'],[]
MGA,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
FE,Utilities,Utilities—Regulated Electric,['energy'],[]
PTEN,Energy,Oil & Gas Drilling,"['energy', 'naturalresources']",[]
WEC,Utilities,Utilities—Regulated Electric,['energy'],[]
PAYX,Industrials,Staffing & Employment Services,[],[]
IBM.MX,Technology,Information Technology Services,['science'],[]
FDS,Financial Services,Financial Data & Stock Exchanges,['finance'],[]
ES,Utilities,Utilities—Regulated Electric,['energy'],[]
VGK,,,[],[]
MS,Financial Services,Capital Markets,['finance'],[]
IYE,,,[],[]
RHHBY,Healthcare,Drug Manufacturers—General,['health'],[]
CLB,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
CHK,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
AL,Industrials,Rental & Leasing Services,[],[]
COHR,Technology,Scientific & Technical Instruments,['science'],[]
CHKP,Technology,Software—Infrastructure,['science'],[]
WPC,Real Estate,REIT—Diversified,['housing'],[]
CGNT,Technology,Software—Infrastructure,['science'],[]
FANUY,Industrials,Specialty Industrial Machinery,[],[]
XSD,,,[],[]
RYT,,,[],[]
IYT,,,[],[]
IHE,,,[],[]
RYAAY,Industrials,Airlines,['transportation'],[]
HXL,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
AYI,Industrials,Electrical Equipment & Parts,[],[]
PFS,Financial Services,Banks—Regional,"['banking', 'finance']",[]
JETS,,,[],[]
LSCC,Technology,Semiconductors,['science'],[]
HACK,,,[],[]
SGAPY,Communication Services,Telecom Services,[],[]
SSDOY,Consumer Defensive,Household & Personal Products,[],[]
DISH,Communication Services,Telecom Services,[],[]
CHRW,Industrials,Integrated Freight & Logistics,['transportation'],[]
RGC,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
SOUHY,Basic Materials,Other Industrial Metals & Mining,['naturalresources'],[]
TMUS,Communication Services,Telecom Services,[],[]
MAT,Consumer Cyclical,Leisure,['commerce'],[]
HALO,Healthcare,Biotechnology,['health'],[]
WF,Financial Services,Banks—Regional,"['banking', 'finance']",[]
TCS,Consumer Cyclical,Specialty Retail,['commerce'],[]
BIDU,Communication Services,Internet Content & Information,[],[]
SJM,Consumer Defensive,Packaged Foods,['nutrition'],[]
CC,Basic Materials,Specialty Chemicals,['naturalresources'],[]
TD,Financial Services,Banks—Diversified,"['banking', 'finance']",[]
LVMUY,Consumer Cyclical,Luxury Goods,['commerce'],[]
CMPGY,Consumer Cyclical,Restaurants,"['commerce', 'nutrition']",[]
BASFY,Basic Materials,Chemicals,['naturalresources'],[]
AXAHY,Financial Services,Insurance—Diversified,['finance'],[]
MCK,Healthcare,Medical Distribution,['health'],[]
VTKLY,Technology,Communication Equipment,['science'],[]
SMECF,Industrials,Specialty Industrial Machinery,[],[]
JKHY,Technology,Information Technology Services,['science'],[]
PKI,Healthcare,Diagnostics & Research,['health'],[]
NGG,Utilities,Utilities—Regulated Electric,['energy'],[]
BHF,Financial Services,Insurance—Life,['finance'],[]
HRL,Consumer Defensive,Packaged Foods,['nutrition'],[]
NPK,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
RHI,Industrials,Staffing & Employment Services,[],[]
PEY,,,[],[]
WLK,Basic Materials,Specialty Chemicals,['naturalresources'],[]
LW,Consumer Defensive,Packaged Foods,['nutrition'],[]
FLR,Industrials,Engineering & Construction,[],[]
WRK,Consumer Cyclical,Packaging & Containers,['commerce'],[]
TUP,Consumer Cyclical,Packaging & Containers,['commerce'],[]
TEVA,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
SNY,Healthcare,Drug Manufacturers—General,['health'],[]
SABR,Consumer Cyclical,Travel Services,['commerce'],[]
PDM,Real Estate,REIT—Office,['housing'],[]
MDC,Consumer Cyclical,Residential Construction,['commerce'],[]
MTB,Financial Services,Banks—Regional,"['banking', 'finance']",[]
KAR,Consumer Cyclical,Auto & Truck Dealerships,"['commerce', 'transportation']",[]
GSK,Healthcare,Drug Manufacturers—General,['health'],[]
ETR,Utilities,Utilities—Regulated Electric,['energy'],[]
CMA,Financial Services,Banks—Regional,"['banking', 'finance']",[]
BGS,Consumer Defensive,Packaged Foods,['nutrition'],[]
APA,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
VEVIX,,,[],[]
NXPI,Technology,Semiconductors,['science'],[]
WOOF,Consumer Cyclical,Specialty Retail,['commerce'],[]
SYF,Financial Services,Credit Services,['finance'],[]
FL,Consumer Cyclical,Apparel Retail,['commerce'],[]
YUMC,Consumer Cyclical,Restaurants,"['commerce', 'nutrition']",[]
YUM,Consumer Cyclical,Restaurants,"['commerce', 'nutrition']",[]
ARW,Technology,Electronics & Computer Distribution,['science'],[]
PRGO,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
SRCL,Industrials,Waste Management,['environment'],[]
MTD,Healthcare,Diagnostics & Research,['health'],[]
ZBH,Healthcare,Medical Devices,['health'],[]
VSAT,Technology,Communication Equipment,['science'],[]
VLO,Energy,Oil & Gas Refining & Marketing,"['energy', 'naturalresources']",[]
JWN,Consumer Cyclical,Department Stores,['commerce'],[]
AMG,Financial Services,Asset Management,['finance'],[]
IAI,,,[],[]
MDU,Industrials,Conglomerates,[],[]
SE,Consumer Cyclical,Internet Retail,['commerce'],[]
ASIX,Basic Materials,Chemicals,['naturalresources'],[]
HSBC,Financial Services,Banks—Diversified,"['banking', 'finance']",[]
A,Healthcare,Diagnostics & Research,['health'],[]
BBU,Industrials,Conglomerates,[],[]
AFTEX,,,[],[]
XLI,,,[],[]
WCN,Industrials,Waste Management,['environment'],[]
AEE,Utilities,Utilities—Regulated Electric,['energy'],[]
SHY,,,[],[]
TM,Consumer Cyclical,Auto Manufacturers,"['commerce', 'transportation']",[]
CMI,Industrials,Specialty Industrial Machinery,[],[]
YACKX,,,[],[]
ADT,Industrials,Security & Protection Services,[],[]
AAN,Industrials,Rental & Leasing Services,[],[]
RRC,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
SWN,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
NCR,Technology,Information Technology Services,['science'],[]
IONS,Healthcare,Biotechnology,['health'],[]
NUE,Basic Materials,Steel,['naturalresources'],[]
TBF,,,[],[]
LNT,Utilities,Utilities—Regulated Electric,['energy'],[]
LQDT,Consumer Cyclical,Internet Retail,['commerce'],[]
NWN,Utilities,Utilities—Regulated Gas,['energy'],[]
FANG,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
GPRO,Technology,Consumer Electronics,['science'],[]
ALTR,Technology,Software—Infrastructure,['science'],[]
MSACX,,,[],[]
VADDX,,,[],[]
WSTMX,,,[],[]
VMIIX,,,[],[]
VSMIX,,,[],[]
ACSDX,,,[],[]
MGEMX,,,[],[]
SMEZ,,,[],[]
AR,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
XRT,,,[],[]
PCAR,Industrials,Farm & Heavy Construction Machinery,['agriculture'],[]
TU,Communication Services,Telecom Services,[],[]
SLY,,,[],[]
DTE,Utilities,Utilities—Regulated Electric,['energy'],[]
PRPFX,,,[],[]
XLU,,,[],[]
XLV,,,[],[]
PCY,,,[],[]
CMRE,Industrials,Marine Shipping,['transportation'],[]
ACT,Financial Services,Insurance—Specialty,['finance'],[]
TXRH,Consumer Cyclical,Restaurants,"['commerce', 'nutrition']",[]
TTC,Industrials,Tools & Accessories,[],[]
THS,Consumer Defensive,Packaged Foods,['nutrition'],[]
THRM,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
TECH,Healthcare,Biotechnology,['health'],[]
TCBI,Financial Services,Banks—Regional,"['banking', 'finance']",[]
SXT,Basic Materials,Specialty Chemicals,['naturalresources'],[]
SWI,Technology,Software—Infrastructure,['science'],[]
SSB,Financial Services,Banks—Regional,"['banking', 'finance']",[]
SPSC,Technology,Software—Infrastructure,['science'],[]
SMTC,Technology,Semiconductors,['science'],[]
SIGI,Financial Services,Insurance—Property & Casualty,['finance'],[]
SHOO,Consumer Cyclical,Footwear & Accessories,['commerce'],[]
RRTS,Industrials,Trucking,['transportation'],[]
RBA,Industrials,Specialty Business Services,[],[]
PRLB,Industrials,Metal Fabrication,[],[]
PRIM,Industrials,Engineering & Construction,[],[]
PRAA,Financial Services,Credit Services,['finance'],[]
PRA,Financial Services,Insurance—Property & Casualty,['finance'],[]
POWI,Technology,Semiconductors,['science'],[]
PEB,Real Estate,REIT—Hotel & Motel,['housing'],[]
PBH,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
OMCL,Healthcare,Health Information Services,['health'],[]
NICE,Technology,Software—Application,['science'],[]
MNRO,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
MG,Industrials,Security & Protection Services,[],[]
LSTR,Industrials,Integrated Freight & Logistics,['transportation'],[]
LL,Consumer Cyclical,Home Improvement Retail,['commerce'],[]
KWR,Basic Materials,Specialty Chemicals,['naturalresources'],[]
JJSF,Consumer Defensive,Packaged Foods,['nutrition'],[]
ICUI,Healthcare,Medical Instruments & Supplies,['health'],[]
HUBG,Industrials,Integrated Freight & Logistics,['transportation'],[]
IART,Healthcare,Medical Devices,['health'],[]
HLX,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
HEI,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
HCSG,Healthcare,Medical Care Facilities,['health'],[]
GMED,Healthcare,Medical Devices,['health'],[]
FET,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
EVR,Financial Services,Capital Markets,['finance'],[]
EGBN,Financial Services,Banks—Regional,"['banking', 'finance']",[]
DRQ,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
DIOD,Technology,Semiconductors,['science'],[]
CVLT,Technology,Software—Application,['science'],[]
CHEF,Consumer Defensive,Food Distribution,"['nutrition', 'agriculture']",[]
CASY,Consumer Cyclical,Specialty Retail,['commerce'],[]
BMR,Technology,Software—Application,['science'],[]
BECN,Industrials,Building Products & Equipment,[],[]
BCPC,Basic Materials,Specialty Chemicals,['naturalresources'],[]
ATRO,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
ALE,Utilities,Utilities—Diversified,['energy'],[]
AAT,Real Estate,REIT—Diversified,['housing'],[]
AAON,Industrials,Building Products & Equipment,[],[]
NOG,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
TOLLX,,,[],[]
WASCX,,,[],[]
MDDVX,,,[],[]
DVFAX,,,[],[]
RYN,Real Estate,REIT—Specialty,['housing'],[]
BTF,,,[],[]
MFCDX,,,[],[]
TFX,Healthcare,Medical Instruments & Supplies,['health'],[]
ROP,Technology,Software—Application,['science'],[]
APH,Technology,Electronic Components,['science'],[]
OLN,Basic Materials,Specialty Chemicals,['naturalresources'],[]
VIXY,,,[],[]
AJG,Financial Services,Insurance Brokers,['finance'],[]
NOV,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
ESS,Real Estate,REIT—Residential,['housing'],[]
HYT,Financial Services,Asset Management,['finance'],[]
IJH,,,[],[]
IXP,,,[],[]
SDY,,,[],[]
DWX,,,[],[]
ILF,,,[],[]
EPP,,,[],[]
RYAM,Basic Materials,Chemicals,['naturalresources'],[]
BTE,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
BWA,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
ECL,Basic Materials,Specialty Chemicals,['naturalresources'],[]
EPR,Real Estate,REIT—Specialty,['housing'],[]
ENLC,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
HCC,Basic Materials,Coking Coal,['naturalresources'],[]
HTGC,Financial Services,Asset Management,['finance'],[]
LECO,Industrials,Tools & Accessories,[],[]
OGS,Utilities,Utilities—Regulated Gas,['energy'],[]
PL,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
STE,Healthcare,Medical Devices,['health'],[]
WASH,Financial Services,Banks—Regional,"['banking', 'finance']",[]
MLPRX,,,[],[]
LNC,Financial Services,Insurance—Life,['finance'],[]
LMGEX,,,[],[]
SBGI,Communication Services,Entertainment,[],[]
ROC,Financial Services,Shell Companies,['finance'],[]
PNM,Utilities,Utilities—Regulated Electric,['energy'],[]
PRE,Healthcare,Diagnostics & Research,['health'],[]
FNF,Financial Services,Insurance—Specialty,['finance'],[]
AIT,Industrials,Industrial Distribution,[],[]
DBP,,,[],[]
VR,,,[],[]
UMPQ,Financial Services,Banks—Regional,"['banking', 'finance']",[]
TAL,Consumer Defensive,Education & Training Services,['education'],[]
PACW,Financial Services,Banks—Regional,"['banking', 'finance']",[]
MGRC,Industrials,Rental & Leasing Services,[],[]
HMC,Consumer Cyclical,Auto Manufacturers,"['commerce', 'transportation']",[]
HNI,Industrials,Business Equipment & Supplies,[],[]
FFBC,Financial Services,Banks—Regional,"['banking', 'finance']",[]
CNSL,Communication Services,Telecom Services,[],[]
CPSI,Healthcare,Health Information Services,['health'],[]
CTBI,Financial Services,Banks—Regional,"['banking', 'finance']",[]
CHCO,Financial Services,Banks—Regional,"['banking', 'finance']",[]
CBT,Basic Materials,Specialty Chemicals,['naturalresources'],[]
ALV,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
ADC,Real Estate,REIT—Retail,['housing'],[]
VDC,,,[],[]
XRAY,Healthcare,Medical Instruments & Supplies,['health'],[]
CG,Financial Services,Asset Management,['finance'],[]
SCHW,Financial Services,Capital Markets,['finance'],[]
LBTYK,Communication Services,Telecom Services,[],[]
LBTYA,Communication Services,Telecom Services,[],[]
SJR,Communication Services,Telecom Services,[],[]
EC,Energy,Oil & Gas Integrated,"['energy', 'naturalresources']",[]
RIG,Energy,Oil & Gas Drilling,"['energy', 'naturalresources']",[]
BFK,Financial Services,Asset Management,['finance'],[]
ILPT,Real Estate,REIT—Industrial,['housing'],[]
AMD,Technology,Semiconductors,['science'],[]
SLVM,Basic Materials,Paper & Paper Products,"['forestry', 'environment', 'naturalresources']",[]
OLP,Real Estate,REIT—Diversified,['housing'],[]
SCU,Financial Services,Asset Management,['finance'],[]
VIASP,Utilities,Utilities—Regulated Electric,['energy'],[]
COIN,Financial Services,Financial Data & Stock Exchanges,['finance'],[]
ACAD,Healthcare,Biotechnology,['health'],[]
AGNC,Real Estate,REIT—Mortgage,['housing'],[]
ALLK,Healthcare,Biotechnology,['health'],[]
ASB,Financial Services,Banks—Regional,"['banking', 'finance']",[]
BCEL,Healthcare,Biotechnology,['health'],[]
AXSM,Healthcare,Biotechnology,['health'],[]
BRMK,Real Estate,REIT—Mortgage,['housing'],[]
CPE,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
SAVA,Healthcare,Biotechnology,['health'],[]
CIVI,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
CTRA,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
UUUU,Energy,Uranium,"['energy', 'naturalresources']",[]
EXPE,Consumer Cyclical,Travel Services,['commerce'],[]
FNB,Financial Services,Banks—Regional,"['banking', 'finance']",[]
FHN,Financial Services,Banks—Regional,"['banking', 'finance']",[]
GNK,Industrials,Marine Shipping,['transportation'],[]
GEVO,Basic Materials,Specialty Chemicals,['naturalresources'],[]
IIPR,Real Estate,REIT—Industrial,['housing'],[]
KRG,Real Estate,REIT—Retail,['housing'],[]
KOS,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
MAC,Real Estate,REIT—Retail,['housing'],[]
NBR,Energy,Oil & Gas Drilling,"['energy', 'naturalresources']",[]
NEX,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
NAT,Industrials,Marine Shipping,['transportation'],[]
NWBI,Financial Services,Banks—Regional,"['banking', 'finance']",[]
OCFC,Financial Services,Banks—Regional,"['banking', 'finance']",[]
OCGN,Healthcare,Biotechnology,['health'],[]
DOC,Real Estate,REIT—Healthcare Facilities,['housing'],[]
RC,Real Estate,REIT—Mortgage,['housing'],[]
RWT,Real Estate,REIT—Mortgage,['housing'],[]
SBRA,Real Estate,REIT—Healthcare Facilities,['housing'],[]
STNG,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
TELL,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
RTL,Real Estate,REIT—Diversified,['housing'],[]
UEC,Energy,Uranium,"['energy', 'naturalresources']",[]
BHC,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
BYD,Consumer Cyclical,Resorts & Casinos,['commerce'],[]
CTLT,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
CBRE,Real Estate,Real Estate Services,['housing'],[]
CNC,Healthcare,Healthcare Plans,['health'],[]
ENV,Technology,Software—Application,['science'],[]
AQUA,Industrials,Pollution & Treatment Controls,['environment'],[]
LKQ,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
MAS,Industrials,Building Products & Equipment,[],[]
NXST,Communication Services,Entertainment,[],[]
COO,Healthcare,Medical Instruments & Supplies,['health'],[]
UNVR,Basic Materials,Chemicals,['naturalresources'],[]
USFD,Consumer Defensive,Food Distribution,"['nutrition', 'agriculture']",[]
MTN,Consumer Cyclical,Resorts & Casinos,['commerce'],[]
WH,Consumer Cyclical,Lodging,['commerce'],[]
BSX,Healthcare,Medical Devices,['health'],[]
SPCE,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
COLD,Real Estate,REIT—Industrial,['housing'],[]
LEE,Communication Services,Publishing,[],[]
RGLD,Basic Materials,Gold,['naturalresources'],[]
FMS,Healthcare,Medical Care Facilities,['health'],[]
ACGL,Financial Services,Insurance—Diversified,['finance'],[]
PAG,Consumer Cyclical,Auto & Truck Dealerships,"['commerce', 'transportation']",[]
NFG,Energy,Oil & Gas Integrated,"['energy', 'naturalresources']",[]
LUMN,Communication Services,Telecom Services,[],[]
BKR,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
SWK,Industrials,Tools & Accessories,[],[]
SFE,Financial Services,Asset Management,['finance'],[]
AMED,Healthcare,Medical Care Facilities,['health'],[]
ANSS,Technology,Software—Application,['science'],[]
CSGP,Real Estate,Real Estate Services,['housing'],[]
DORM,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
LOPE,Consumer Defensive,Education & Training Services,['education'],[]
GWRE,Technology,Software—Application,['science'],[]
LII,Industrials,Building Products & Equipment,[],[]
NEOG,Healthcare,Diagnostics & Research,['health'],[]
PCTY,Technology,Software—Application,['science'],[]
ROL,Consumer Cyclical,Personal Services,['commerce'],[]
TDOC,Healthcare,Health Information Services,['health'],[]
VRSK,Industrials,Consulting Services,[],[]
SYPR,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
DOX,Technology,Software—Infrastructure,['science'],[]
BURL,Consumer Cyclical,Apparel Retail,['commerce'],[]
CIEN,Technology,Communication Equipment,['science'],[]
HAE,Healthcare,Medical Instruments & Supplies,['health'],[]
WSO,Industrials,Industrial Distribution,[],[]
ZBRA,Technology,Communication Equipment,['science'],[]
GPN,Industrials,Specialty Business Services,[],[]
ULTA,Consumer Cyclical,Specialty Retail,['commerce'],[]
GDRX,Healthcare,Health Information Services,['health'],[]
HES,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
NI,Utilities,Utilities—Regulated Gas,['energy'],[]
SON,Consumer Cyclical,Packaging & Containers,['commerce'],[]
VRSN,Technology,Software—Infrastructure,['science'],[]
CBOE,Financial Services,Financial Data & Stock Exchanges,['finance'],[]
