,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,party,state,industry,sector,ptr_link,disclosure_date,sen/rep,dataFound,name,dates_diff,dateMS,percentVsSnP,amountL,amountM,amountH,snp500,last_name
94,2022-12-28,Self,RNWK,"RealNetworks, Inc. - Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,Democrat,WA,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/5d41d5a8-eb5b-4092-aae1-99a26f4932f2/,2023-01-13,sen,0,Maria Cantwell,16,1672185600.0,0,15001,32500.5,50000,1,Cantwell
95,2022-12-23,Joint,GOLD,Barrick Gold Corporation Common Stock (BC),Stock,Purchase,"$15,001 - $50,000",--,Republican,AL,Precious Metals,Basic Industries,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,21,1671753600.0,0,15001,32500.5,50000,1,Tuberville
96,2022-12-19,Joint,NU,Nu Holdings Ltd. Class A Ordinary Shares,Stock,Purchase,"$1,001 - $15,000",--,Republican,AL,Finance: Consumer Services,Finance,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,25,1671408000.0,0,1001,8000.5,15000,1,Tuberville
97,2022-12-15,Joint,DIS,Walt Disney Company (The) Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,AL,Services-Misc. Amusement & Recreation,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,29,1671062400.0,0,15001,32500.5,50000,1,Tuberville
98,2022-12-09,Joint,PG,"Procter &amp; Gamble Company (The) Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $150.00 <br> <em>Expires:</em> 07/21/2023 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Republican,AL,Package Goods/Cosmetics,Basic Industries,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,35,1670544000.0,0,1001,8000.5,15000,1,Tuberville
99,2022-12-09,Joint,KMB,"Kimberly-Clark Corporation Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $135.00 <br> <em>Expires:</em> 04/21/2023 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Republican,AL,Containers/Packaging,Consumer Durables,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,35,1670544000.0,0,1001,8000.5,15000,1,Tuberville
100,2022-12-09,Joint,PYPL,"PayPal Holdings, Inc. - Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $100.00 <br> <em>Expires:</em> 01/19/2024 </div>",Stock Option,Sale (Full),"$100,001 - $250,000",--,Republican,AL,Business Services,Miscellaneous,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,35,1670544000.0,0,100001,175000.5,250000,1,Tuberville
101,2022-12-09,Joint,PG,"Procter &amp; Gamble Company (The) Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $145.00 <br> <em>Expires:</em> 06/16/2023 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Republican,AL,Package Goods/Cosmetics,Basic Industries,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,35,1670544000.0,0,1001,8000.5,15000,1,Tuberville
102,2022-12-09,Joint,CLX,"Clorox Company (The) Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $140.00 <br> <em>Expires:</em> 05/19/2023 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Republican,AL,Specialty Chemicals,Consumer Durables,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,35,1670544000.0,0,1001,8000.5,15000,1,Tuberville
103,2022-12-09,Joint,PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Business Services,Miscellaneous,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,35,1670544000.0,0,1001,8000.5,15000,1,Tuberville
104,2022-12-09,Joint,PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Business Services,Miscellaneous,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,35,1670544000.0,0,1001,8000.5,15000,1,Tuberville
105,2022-12-09,Joint,PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Business Services,Miscellaneous,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,35,1670544000.0,0,1001,8000.5,15000,1,Tuberville
106,2022-12-09,Joint,PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,AL,Business Services,Miscellaneous,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,35,1670544000.0,0,15001,32500.5,50000,1,Tuberville
107,2022-12-09,Joint,PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,Sale (Partial),"$50,001 - $100,000",--,Republican,AL,Business Services,Miscellaneous,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,35,1670544000.0,0,50001,75000.5,100000,1,Tuberville
108,2022-12-09,Joint,PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,Sale (Partial),"$100,001 - $250,000",--,Republican,AL,Business Services,Miscellaneous,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,35,1670544000.0,0,100001,175000.5,250000,1,Tuberville
109,2022-12-08,Joint,PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,Purchase,"$15,001 - $50,000",--,Republican,AL,Business Services,Miscellaneous,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,36,1670457600.0,0,15001,32500.5,50000,1,Tuberville
110,2022-12-06,Joint,GOLD,Barrick Gold Corporation Common Stock (BC),Stock,Purchase,"$50,001 - $100,000",--,Republican,AL,Precious Metals,Basic Industries,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,38,1670284800.0,0,50001,75000.5,100000,1,Tuberville
111,2022-12-05,Joint,PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,Purchase,"$250,001 - $500,000",--,Republican,AL,Business Services,Miscellaneous,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,39,1670198400.0,0,250001,375000.5,500000,1,Tuberville
112,2022-12-02,Joint,QCOM,"QUALCOMM Incorporated - Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $140.00 <br> <em>Expires:</em> 09/15/23 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",--,Republican,AL,Radio And Television Broadcasting And Communications Equipment,Technology,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,42,1669939200.0,0,15001,32500.5,50000,1,Tuberville
113,2022-12-02,Joint,QCOM,QUALCOMM Incorporated - Common Stock,Stock,Sale (Partial),"$50,001 - $100,000",--,Republican,AL,Radio And Television Broadcasting And Communications Equipment,Technology,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,42,1669939200.0,0,50001,75000.5,100000,1,Tuberville
114,2022-12-01,Joint,QCOM,QUALCOMM Incorporated - Common Stock,Stock,Purchase,"$100,001 - $250,000",--,Republican,AL,Radio And Television Broadcasting And Communications Equipment,Technology,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,43,1669852800.0,0,100001,175000.5,250000,1,Tuberville
115,2022-12-01,Joint,GOLD,Barrick Gold Corporation Common Stock (BC),Stock,Purchase,"$1,001 - $15,000",--,Republican,AL,Precious Metals,Basic Industries,https://efdsearch.senate.gov/search/view/ptr/6f6c5dfb-d731-4c2c-895b-2c842918bf3e/,2023-01-13,sen,0,Tommy Tuberville,43,1669852800.0,0,1001,8000.5,15000,1,Tuberville
121,2022-11-29,Spouse,C,"Citigroup, Inc. Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,RI,Major Banks,Finance,https://efdsearch.senate.gov/search/view/ptr/53ddfdc6-dc9a-4945-af41-20de2224ae1c/,2022-12-30,sen,0,Sheldon Whitehouse,31,1669680000.0,0,1001,8000.5,15000,1,Whitehouse
122,2022-11-29,Self,C,"Citigroup, Inc. Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,RI,Major Banks,Finance,https://efdsearch.senate.gov/search/view/ptr/53ddfdc6-dc9a-4945-af41-20de2224ae1c/,2022-12-30,sen,0,Sheldon Whitehouse,31,1669680000.0,0,1001,8000.5,15000,1,Whitehouse
123,2022-12-23,,,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,,Unknown,,,,,,https://efdsearch.senate.gov/search/view/ptr/a878d31a-cc7f-4402-aea8-e2ad2847ab4c/,2022-12-23,sen,0,Rick Scott,0,1671753600.0,0,-1,-1.0,-1,1,Scott
124,2022-12-14,Spouse,FWONK,Liberty Media Corporation - Series C Liberty Formu,Stock,Purchase,"$50,001 - $100,000",Exercised stock option,Democrat,CO,Movies/Entertainment,Consumer Discretionary,https://efdsearch.senate.gov/search/view/ptr/0acee755-ed8e-4a93-8785-9946d8c49e03/,2022-12-22,sen,0,John W. Hickenlooper,8,1670976000.0,0,50001,75000.5,100000,1,Hickenlooper
125,2022-12-05,Spouse,LSXMK,Liberty Media Corporation - Series C Liberty Siriu,Stock,Sale (Partial),"$250,001 - $500,000",--,Democrat,CO,Broadcasting,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/0acee755-ed8e-4a93-8785-9946d8c49e03/,2022-12-22,sen,0,John W. Hickenlooper,17,1670198400.0,0,250001,375000.5,500000,1,Hickenlooper
126,2022-12-05,Spouse,LSXMK,Liberty Media Corporation - Series C Liberty Siriu,Stock,Purchase,"$100,001 - $250,000",Exercised stock option,Democrat,CO,Broadcasting,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/0acee755-ed8e-4a93-8785-9946d8c49e03/,2022-12-22,sen,0,John W. Hickenlooper,17,1670198400.0,0,100001,175000.5,250000,1,Hickenlooper
127,2022-11-29,Spouse,LBRDK,Liberty Broadband Corporation - Class C Common Sto,Stock,Sale (Partial),"$50,001 - $100,000",--,Democrat,CO,Television Services,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/0acee755-ed8e-4a93-8785-9946d8c49e03/,2022-12-22,sen,0,John W. Hickenlooper,23,1669680000.0,0,50001,75000.5,100000,1,Hickenlooper
128,2022-11-29,Spouse,LBRDK,Liberty Broadband Corporation - Class C Common Sto,Stock,Purchase,"$50,001 - $100,000",Exercised stock option,Democrat,CO,Television Services,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/0acee755-ed8e-4a93-8785-9946d8c49e03/,2022-12-22,sen,0,John W. Hickenlooper,23,1669680000.0,0,50001,75000.5,100000,1,Hickenlooper
129,2022-11-30,Joint,SYK,Stryker Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,AK,Medical/Dental Instruments,Health Care,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
130,2022-11-30,Joint,PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Republican,AK,Business Services,Miscellaneous,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
131,2022-11-30,Joint,META,"Meta Platforms, Inc. - Class A Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Republican,AK,Internet and Information Services,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
132,2022-11-30,Joint,MDT,Medtronic plc. Ordinary Shares,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,AK,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
133,2022-11-30,Joint,MLM,"Martin Marietta Materials, Inc. Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Republican,AK,Building Materials,Industrials,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
134,2022-11-30,Joint,FFIV,"F5, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Republican,AK,EDP Services,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
135,2022-11-30,Joint,ELAN,Elanco Animal Health Incorporated Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,AK,Biotechnology: Pharmaceutical Preparations,Health Care,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
136,2022-11-30,Joint,CMCSA,Comcast Corporation - Class A Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,AK,Television Services,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
137,2022-11-30,Joint,BAX,Baxter International Inc. Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,AK,Medical/Dental Instruments,Health Care,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
138,2022-11-30,Joint,GOOG,Alphabet Inc. - Class C Capital Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,AK,"Computer Software: Programming, Data Processing",Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
139,2022-11-30,Joint,ADBE,Adobe Inc. - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,AK,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
140,2022-11-30,Joint,RPM,RPM International Inc. Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",Third Party investment professional manages portfolio and oversees long-term diversification strategy that regularly includes similar transactions.,Republican,AK,Paints/Coatings,Basic Industries,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,15001,32500.5,50000,1,Sullivan
141,2022-11-22,Child,DIS,Walt Disney Company (The) Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Services-Misc. Amusement & Recreation,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
142,2022-11-22,Child,NVDA,NVIDIA Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Semiconductors,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
143,2022-11-22,Child,MSFT,Microsoft Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
144,2022-11-22,Child,META,"Meta Platforms, Inc. - Class A Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Internet and Information Services,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
145,2022-11-22,Child,AAPL,Apple Inc. - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Computer Manufacturing,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
146,2022-11-22,Child,AMZN,"Amazon.com, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Catalog/Specialty Distribution,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
147,2022-11-22,Child,GOOG,Alphabet Inc. - Class C Capital Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,"Computer Software: Programming, Data Processing",Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
148,2022-11-22,Child,ADBE,Adobe Inc. - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
149,2022-11-22,Child,DIS,Walt Disney Company (The) Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Services-Misc. Amusement & Recreation,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
150,2022-11-22,Child,NVDA,NVIDIA Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Semiconductors,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
151,2022-11-22,Child,MSFT,Microsoft Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
152,2022-11-22,Child,META,"Meta Platforms, Inc. - Class A Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Internet and Information Services,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
153,2022-11-22,Child,AAPL,Apple Inc. - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Computer Manufacturing,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
154,2022-11-22,Child,AMZN,"Amazon.com, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Catalog/Specialty Distribution,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
155,2022-11-22,Child,GOOG,Alphabet Inc. - Class C Capital Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,"Computer Software: Programming, Data Processing",Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
156,2022-11-22,Child,ADBE,Adobe Inc. - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
157,2022-11-22,Child,DIS,Walt Disney Company (The) Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Services-Misc. Amusement & Recreation,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
158,2022-11-22,Child,NVDA,NVIDIA Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Semiconductors,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
159,2022-11-22,Child,MSFT,Microsoft Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
160,2022-11-22,Child,META,"Meta Platforms, Inc. - Class A Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Internet and Information Services,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
161,2022-11-22,Child,AAPL,Apple Inc. - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Computer Manufacturing,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
162,2022-11-22,Child,AMZN,"Amazon.com, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Catalog/Specialty Distribution,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
163,2022-11-22,Child,GOOG,Alphabet Inc. - Class C Capital Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,"Computer Software: Programming, Data Processing",Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
164,2022-11-22,Child,ADBE,Adobe Inc. - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,29,1669075200.0,0,1001,8000.5,15000,1,Sullivan
165,2022-11-30,Joint,ZTS,Zoetis Inc. Class A Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Major Pharmaceuticals,Health Care,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
166,2022-11-30,Joint,TJX,"TJX Companies, Inc. (The) Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Clothing/Shoe/Accessory Stores,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
167,2022-11-30,Joint,TMO,Thermo Fisher Scientific Inc Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Industrial Machinery/Components,Capital Goods,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
168,2022-11-30,Joint,MSFT,Microsoft Corporation - Common Stock,Stock,Purchase,"$15,001 - $50,000",--,Republican,AK,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,15001,32500.5,50000,1,Sullivan
169,2022-11-30,Joint,LRCX,Lam Research Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Industrial Machinery/Components,Technology,https://efdsearch.senate.gov/search/view/ptr/91384996-f2d2-4cb1-b261-43afd6b8c465/,2022-12-21,sen,0,Dan Sullivan,21,1669766400.0,0,1001,8000.5,15000,1,Sullivan
170,2022-12-16,,,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,,Unknown,,,,,,https://efdsearch.senate.gov/search/view/ptr/7471e623-3ee6-4c58-a6ae-64aa50851b03/,2022-12-16,sen,0,Susan M. Collins,0,1671148800.0,0,-1,-1.0,-1,1,Collins
